,title,nationality,box_office_first_week,press_eval,viewers_eval,budget,duration_minutes,season,year,action,animation,arts martiaux,aventure,biopic,bollywood,comédie,comédie dramatique,comédie musicale,divers,drame,epouvante-horreur,erotique,espionnage,expérimental,famille,fantastique,guerre,historique,judiciaire,musical,policier,péplum,romance,science fiction,sport event,thriller,western,stars_producers_director,nombre_acteurs_connus,distributor_important
385,couleurs de l'incendie,France,302030,3.3,4.0,29000000.0,136,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
386,boîte noire,France,292081,3.8,4.2,10722240.0,130,automne,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
386,boîte noire,France,292081,3.8,4.2,10722240.0,130,automne,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
387,fantastic mr. fox,U.S.A.,128167,4.3,4.2,40000000.0,88,hiver,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
387,fantastic mr. fox,U.S.A.,128167,4.3,4.2,40000000.0,88,hiver,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
387,fantastic mr. fox,U.S.A.,128167,4.3,4.2,40000000.0,88,hiver,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
388,uncharted,U.S.A.,955650,2.6,3.3,120000000.0,116,hiver,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
388,uncharted,U.S.A.,955650,2.6,3.3,120000000.0,116,hiver,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
389,bienvenue chez les ch'tis,France,555392,3.6,3.1,11000000.0,106,hiver,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
390,pour la france,France,30866,3.9,3.7,5300000.0,113,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
391,marinaleda,France,209,3.3,2.7,29000000.0,51,été,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
391,marinaleda,France,209,3.3,2.7,29000000.0,51,été,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
392,les cyclades,France,170382,3.1,3.3,29000000.0,110,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
393,le fabuleux destin d'amélie poulain,France,1185945,4.4,3.9,10000000.0,120,printemps,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
393,le fabuleux destin d'amélie poulain,France,1185945,4.4,3.9,10000000.0,120,printemps,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
393,le fabuleux destin d'amélie poulain,France,1185945,4.4,3.9,10000000.0,120,printemps,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
395,the pursuit of happyness,U.S.A.,338027,3.0,4.0,55000000.0,118,hiver,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
395,the pursuit of happyness,U.S.A.,338027,3.0,4.0,55000000.0,118,hiver,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
396,gran torino,U.S.A.,865928,4.7,4.5,33000000.0,116,hiver,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,True
396,gran torino,U.S.A.,865928,4.7,4.5,33000000.0,116,hiver,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,True
397,smile,U.S.A.,226686,3.2,3.1,17000000.0,115,automne,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
397,smile,U.S.A.,226686,3.2,3.1,17000000.0,115,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
398,licorice pizza,U.S.A.,116871,4.5,3.7,40000000.0,134,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
398,licorice pizza,U.S.A.,116871,4.5,3.7,40000000.0,134,hiver,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
398,licorice pizza,U.S.A.,116871,4.5,3.7,40000000.0,134,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
399,pirates of the caribbean: the curse of the black pearl,U.S.A.,1181208,3.5,4.2,140000000.0,143,été,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,False
399,pirates of the caribbean: the curse of the black pearl,U.S.A.,1181208,3.5,4.2,140000000.0,143,été,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,False
399,pirates of the caribbean: the curse of the black pearl,U.S.A.,1181208,3.5,4.2,140000000.0,143,été,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,False
400,catch me if you can,U.S.A.,1137654,4.2,4.2,52000000.0,141,hiver,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
400,catch me if you can,U.S.A.,1137654,4.2,4.2,52000000.0,141,hiver,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2,True
401,rule 34,Brésil,513,3.2,2.7,29000000.0,100,été,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
401,rule 34,Brésil,513,3.2,2.7,29000000.0,100,été,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
402,pour l’honneur,France,91813,3.0,3.0,6000000.0,97,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
403,thor: love and thunder,U.S.A.,1150926,2.6,2.3,250000000.0,119,été,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
403,thor: love and thunder,U.S.A.,1150926,2.6,2.3,250000000.0,119,été,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
403,thor: love and thunder,U.S.A.,1150926,2.6,2.3,250000000.0,119,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,3,True
403,thor: love and thunder,U.S.A.,1150926,2.6,2.3,250000000.0,119,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
404,the banshees of inisherin,Irlande,99482,3.8,3.9,29000000.0,114,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
404,the banshees of inisherin,Irlande,99482,3.8,3.9,29000000.0,114,hiver,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
405,about time,Grande-Bretagne,115791,3.2,4.2,12000000.0,123,automne,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
406,drive,U.S.A.,467609,4.4,4.1,15000000.0,100,automne,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
406,drive,U.S.A.,467609,4.4,4.1,15000000.0,100,automne,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
407,intouchables,France,78887,3.7,4.4,13000000.0,112,automne,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
408,tár,U.S.A.,98869,4.2,3.6,35000000.0,158,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
409,a quiet place,U.S.A.,232862,3.7,3.7,17000000.0,90,été,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
409,a quiet place,U.S.A.,232862,3.7,3.7,17000000.0,90,été,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
410,la montagne,France,39384,3.9,3.0,29000000.0,112,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
410,la montagne,France,39384,3.9,3.0,29000000.0,112,hiver,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
411,mon roi,France,315397,3.2,3.9,10600000.0,130,automne,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,True
411,mon roi,France,315397,3.2,3.9,10600000.0,130,automne,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,2,True
412,warcraft,U.S.A.,667123,2.6,3.6,160000000.0,124,printemps,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
412,warcraft,U.S.A.,667123,2.6,3.6,160000000.0,124,printemps,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
412,warcraft,U.S.A.,667123,2.6,3.6,160000000.0,124,printemps,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
413,kompromat,France,205447,3.1,3.7,29000000.0,127,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
413,kompromat,France,205447,3.1,3.7,29000000.0,127,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
414,mommy,Canada,340171,4.3,4.4,4900000.0,139,automne,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,False
416,camila saldrá esta noche,Argentine,3198,3.2,3.1,29000000.0,103,été,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
416,camila saldrá esta noche,Argentine,3198,3.2,3.1,29000000.0,103,été,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
417,la promesse de l'aube,France,250088,3.3,4.1,29000000.0,131,hiver,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
417,la promesse de l'aube,France,250088,3.3,4.1,29000000.0,131,hiver,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
418,coupez !,France,100526,3.8,3.5,4300000.0,112,printemps,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,False
418,coupez !,France,100526,3.8,3.5,4300000.0,112,printemps,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,False
419,shazam! fury of the gods,U.S.A.,262525,2.4,2.4,125000000.0,130,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
419,shazam! fury of the gods,U.S.A.,262525,2.4,2.4,125000000.0,130,printemps,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
419,shazam! fury of the gods,U.S.A.,262525,2.4,2.4,125000000.0,130,printemps,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
419,shazam! fury of the gods,U.S.A.,262525,2.4,2.4,125000000.0,130,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
420,last night in soho,Grande-Bretagne,51314,3.5,3.7,43000000.0,117,automne,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
420,last night in soho,Grande-Bretagne,51314,3.5,3.7,43000000.0,117,automne,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
421,m3gan,U.S.A.,218120,3.0,2.8,12000000.0,102,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
421,m3gan,U.S.A.,218120,3.0,2.8,12000000.0,102,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
422,the lincoln lawyer,U.S.A.,111204,3.3,3.9,40000000.0,118,printemps,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
422,the lincoln lawyer,U.S.A.,111204,3.3,3.9,40000000.0,118,printemps,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
422,the lincoln lawyer,U.S.A.,111204,3.3,3.9,40000000.0,118,printemps,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,True
423,revoir paris,France,142841,4.0,3.9,29000000.0,105,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
424,whiplash,U.S.A.,138431,4.1,4.4,3300000.0,107,hiver,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
424,whiplash,U.S.A.,138431,4.1,4.4,3300000.0,107,hiver,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0,True
426,geostorm,U.S.A.,235162,2.0,2.2,120000000.0,109,automne,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,True
426,geostorm,U.S.A.,235162,2.0,2.2,120000000.0,109,automne,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
427,elle,France,213665,4.3,3.4,9804690.0,126,printemps,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
427,elle,France,213665,4.3,3.4,9804690.0,126,printemps,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
428,kimi no na wa.,Japon,77345,4.0,4.5,29000000.0,110,hiver,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
428,kimi no na wa.,Japon,77345,4.0,4.5,29000000.0,110,hiver,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
429,split,U.S.A.,594427,3.7,4.0,9000000.0,117,hiver,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,2,True
429,split,U.S.A.,594427,3.7,4.0,9000000.0,117,hiver,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,2,True
429,split,U.S.A.,594427,3.7,4.0,9000000.0,117,hiver,2017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,True
431,jurassic world: dominion,U.S.A.,1299065,2.3,2.3,165000000.0,146,été,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
431,jurassic world: dominion,U.S.A.,1299065,2.3,2.3,165000000.0,146,été,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
431,jurassic world: dominion,U.S.A.,1299065,2.3,2.3,165000000.0,146,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,True
432,comme une actrice,France,6161,2.6,2.4,29000000.0,93,printemps,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
433,public enemies,U.S.A.,593398,3.8,3.4,100000000.0,140,été,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,3,True
433,public enemies,U.S.A.,593398,3.8,3.4,100000000.0,140,été,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
433,public enemies,U.S.A.,593398,3.8,3.4,100000000.0,140,été,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
434,plane,U.S.A.,160006,3.3,3.5,25000000.0,108,hiver,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
434,plane,U.S.A.,160006,3.3,3.5,25000000.0,108,hiver,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
435,nymphomaniac : volume i,Danemark,354,3.2,3.3,29000000.0,117,hiver,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
435,nymphomaniac : volume i,Danemark,354,3.2,3.3,29000000.0,117,hiver,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
437,l'intervention,France,43497,2.8,3.4,29000000.0,98,hiver,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
437,l'intervention,France,43497,2.8,3.4,29000000.0,98,hiver,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
438,empire of light,Grande-Bretagne,107051,3.6,4.0,29000000.0,116,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
438,empire of light,Grande-Bretagne,107051,3.6,4.0,29000000.0,116,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
439,astrakan,France,3109,3.4,3.0,29000000.0,104,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
440,shutter island,U.S.A.,1073540,3.8,4.4,80000000.0,137,hiver,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,True
441,le grand cirque,France,37548,3.0,3.5,29000000.0,85,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
442,showing up,U.S.A.,33136,3.7,3.0,29000000.0,108,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
442,showing up,U.S.A.,33136,3.7,3.0,29000000.0,108,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
443,house of gucci,U.S.A.,293474,2.9,3.6,75000000.0,157,automne,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
443,house of gucci,U.S.A.,293474,2.9,3.6,75000000.0,157,automne,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
444,les beaux gosses,France,278279,4.3,3.0,3500000.0,90,été,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
445,the league of extraordinary gentlemen,U.S.A.,453205,2.4,2.3,78000000.0,110,automne,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
445,the league of extraordinary gentlemen,U.S.A.,453205,2.4,2.3,78000000.0,110,automne,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,True
445,the league of extraordinary gentlemen,U.S.A.,453205,2.4,2.3,78000000.0,110,automne,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
447,the hangover,U.S.A.,402973,3.7,4.0,35000000.0,90,été,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
448,mandibules,France,50543,3.3,3.0,4900000.0,77,printemps,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1,True
448,mandibules,France,50543,3.3,3.0,4900000.0,77,printemps,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,1,True
449,yin ru chen yan,Chine,24402,4.1,4.2,29000000.0,133,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
450,the wishmas tree,Australie,50457,3.0,2.5,29000000.0,90,printemps,2023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
450,the wishmas tree,Australie,50457,3.0,2.5,29000000.0,90,printemps,2023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
450,the wishmas tree,Australie,50457,3.0,2.5,29000000.0,90,printemps,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
451,nostalgia,Italie,66577,3.6,3.8,29000000.0,118,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
451,nostalgia,Italie,66577,3.6,3.8,29000000.0,118,hiver,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
452,million dollar baby,U.S.A.,774989,4.9,4.4,30000000.0,132,printemps,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
453,the imitation game,U.S.A.,297339,3.4,4.3,14000000.0,115,hiver,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
453,the imitation game,U.S.A.,297339,3.4,4.3,14000000.0,115,hiver,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
454,alita : battle angel,U.S.A.,782778,3.4,4.2,170000000.0,122,hiver,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,2,True
454,alita : battle angel,U.S.A.,782778,3.4,4.2,170000000.0,122,hiver,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,True
455,le torrent,France,153920,2.7,3.0,29000000.0,102,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
456,snowpiercer,Corée du Sud,272262,4.1,3.5,39200000.0,126,automne,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
456,snowpiercer,Corée du Sud,272262,4.1,3.5,39200000.0,126,automne,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,True
457,the deep house,France,150204,3.0,2.1,29000000.0,85,été,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
457,the deep house,France,150204,3.0,2.1,29000000.0,85,été,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
458,the purge,U.S.A.,194147,2.5,2.6,3000000.0,86,été,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
458,the purge,U.S.A.,194147,2.5,2.6,3000000.0,86,été,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
